source,target,count
마스터키,여자친구,1
플래티넘 보이즈,디헤븐,1
마스터키,티맥스,1
마이키,터보,1
프리미엄프로젝트1,뉴이스트,1
프리미엄 프로젝트,하이포,1
맥케이 (McKay),아스트로,1
맵식스 (MAP6),맵식스,1
프리미엄 프로젝트,업텐션,1
프리미엄 프로젝트,더블에스 삼공일,1
마르코,에이핑크,1
마르코,업텐션,1
하정호,버즈,1
하광훈,플라이 투 더 스카이,1
리오,유키스,1
하정호,멜로디데이,1
리키,이블,1
하이드,에이핑크,1
린지,피에스타,1
마경식,스맥스,1
하얀띠,god,1
하랑,샤이니,1
마경식,써클,1
하라는,에이프릴,1
하라는,레인보우,1
하드캐리,오마이걸,1
마경식,제이워크,1
핑크하운드,트와이스,1
피터팬,써스포,1
필승불패,써스포,1
마경식,클레오,1
필승불패,디헤븐,1
필립,갓세븐,1
필릭스,스트레이 키즈,1
마골피,티아라,1
마르코,달샤벳,1
마르코,러블리즈,1
필강,BP 라니아,1
피터팬,틴트,1
마르코,소년24,1
마르코,스피드,1
마르코,스피카,1
빨간머리앤,우주소녀,1
서재하,모모랜드,1
빨간양말,헬로비너스,1
울트라비트,블레이디,1
우은증,밀크,1
이철원,유키스,1
우주정복,써니힐,1
우지민,쥬얼리,1
우지훈,빅스,1
우직,워너원,1
이철원,엠블랙,1
우키(Wooki),다이아,1
우태운,모모랜드,1
우태운,소나무,1
이채규,하이포,1
우태운,터보,1
이채규,피에스타,1
우희 (달샤벳),달샤벳,1
이채규,씨리얼,1
우연석,클릭비,1
이창희,헤일로,1
웅킴 (오레오),아스트로,1
원상우,라붐,1
이창희,씨리얼,1
이창희,소녀시대,1
이창현,크로스진,1
이창현,카라,1
원선재,유앤비,1
원영헌,뉴이스트 W,1
이창현,엠아이비,1
이창현,신화,1
원영헌,신화,1
원영헌,아이오아이,1
원영헌,업텐션,1
이태열,비원에이포,1
우연석,제이엔씨,1
이창현,스누퍼,1
용감한 형제,파이브돌스,1
이현도,몬스타엑스,1
용감한 형제,스텔라,1
용감한 형제,스피드,1
용감한 형제,스피카.S,1
이해용,베스티,1
이한철,써니힐,1
용감한 형제,애프터스쿨 레드,1
이한길,오마이걸,1
이한길,에이프릴,1
이한길,에이젝스,1
용감한 형제,제아 파이브,1
용감한 형제,초신성,1
용감한 형제,터치,1
이한길,비원에이포,1
이트라이브,티아라,1
이태열,에이젝스,1
용배 (RBW),로미오,1
이트라이브,카라,1
용배 (RBW),마마무,1
이트라이브,쥬얼리,1
이트라이브,우주소녀,1
이트라이브,미쓰에이,1
이택승,클릭비,1
용배 (RBW),프리스틴,1
용배 (RBW),피에스타,1
이택승,제이워크,1
이태열,오마이걸,1
우라탕탕,위키미키,1
우람 (Woo ram),유키스,1
이태열,에이프릴,1
원영헌,우주소녀,1
원영헌,제이와이제이,1
유재하,비투비,1
유영선,엔알지,1
이준,솔리드,1
유니스,빈챈현스S,1
유민형,오션,1
이준,룰라,1
유상균,크레용팝,1
유선균,비아이지,1
유선균,카라,1
이준,god,1
유송연,레인즈,1
유송연,브이에이브이,1
유영건,써니데이즈,1
이주호,쿨,1
이주호,엠블랙,1
유영석,슈퍼주니어,1
유영지,동방신기,1
유남용,동방신기,1
이주호,엔소닉,1
이주호,멜로디데이,1
이주호,룰라,1
유영진,소녀시대,1
이주형 (MonoTree),프리스틴,1
이주형 (MonoTree),트와이스,1
이주형 (MonoTree),투하트,1
이주형 (MonoTree),클릭비,1
유영진,에프엑스,1
이주형 (MonoTree),첸백시,1
이주형 (MonoTree),엘리스,1
유영진,트랙스,1
유웅열,터보,1
유음,에이치유비,1
이준엽,에이프릴,1
이준호,원타임,1
이창현,비스트,1
이찬우,동방신기,1
원영헌,크로스진,1
원준 (소년공화국),소년공화국,1
낯선,업텐션,1
이창현,나인뮤지스,1
이창우,핑클,1
원택 (1Take),모모랜드,1
원택 (1Take),몬스타엑스,1
원택 (1Take),소년24,1
원택 (1Take),스트레이 키즈,1
이창우,쿨,1
이창근,뉴이스트,1
원택 (1Take),워너원,1
원택 (1Take),이엑스아이디,1
원택 (1Take),인피니트,1
이진호,엔플라잉,1
이지린,러블리즈,1
원펀치,제이하트,1
원필,업텐션,1
이진실,투포케이,1
이진실,업텐션,1
웨이 (크레용팝),크레용팝,1
위종수,포미닛,1
위프리키,엑소,1
이지훈,에스아이에스,1
윌리,매드타운,1
유건영,god,1
유건형,디베이스,1
이지훈,몬스타엑스,1
유건형,아이콘,1
유건형,언니쓰,1
이현도,빅스,1
이현도,세븐틴,1
용감한 형제,비투비,1
이희성,젝스키스,1
영광의 얼굴들 (Full8loom),카라,1
일격필살,빅플로,1
영광의 얼굴들 (Full8loom),투피엠,1
영광의 얼굴들 (Full8loom),트와이스,1
영광의 얼굴들 (Full8loom),포미닛,1
영광의 얼굴들 (Full8loom),프리스틴,1
영구,디헤븐,1
일 (IL),펜타곤,1
예빈 (다이아),빈챈현스S,1
예성 (YESUNG),슈퍼주니어,1
예아나이스 (MosPick),신화,1
인광,소년공화국,1
익스,우주소녀,1
이희수,씨엔블루,1
오레오,러블리즈,1
영광의 얼굴들 (Full8loom),인피니트,1
오레오,레드벨벳,1
오레오,레이디스 코드,1
오레오,멜로디데이,1
이희성,블락비,1
이희성,구피,1
이후상,아스트로,1
오레오,이달의 소녀 1/3,1
오레오,인피니트,1
이후상,마마무,1
오민석,더보이즈,1
오브로스,리얼걸프로젝트,1
이효리,스피카,1
이환,틴탑,1
이화,초신성,1
영광의 얼굴들 (Full8loom),초신성,1
일당백,칠학년일반,1
이현도,신화,1
임광욱,트와이스,1
에이브,소나무,1
에이브,크로스진,1
에이팀,레인보우 블랙,1
에이팀,엘씨나인,1
임기훈,신화,1
에이팀,키스&크라이,1
에코브릿지,브라운 아이드 걸스,1
에코브릿지,샤이니,1
에피톤 프로젝트,슈퍼주니어,1
임기훈,룰라,1
임광욱,히스토리,1
엑시,우주소녀,1
엔 (VIXX),빅스,1
엔느,엘씨나인,1
여비호이,터치,1
일등 신랑감,미스터미스터,1
임광욱,제아 파이브,1
염동건,세븐틴,1
염동건,에이젝스,1
염동건,투피엠,1
염동건,피에스타,1
영광의 얼굴,라붐,1
영광의 얼굴들 (Full8loom),러블리즈,1
임광욱,신화,1
임광욱,샤이니,1
임광욱,미쓰에이,1
영광의 얼굴들 (Full8loom),소년공화국,1
영광의 얼굴들 (Full8loom),스트레이 키즈,1
임광욱,마이네임,1
임가원,레인즈,1
오브로스,씨스타,1
이호승,백퍼센트,1
이호승,달샤벳,1
와사비사운드,투엑스,1
이현상,크레용팝,1
오준성,슈퍼주니어,1
이현상,구구단,1
오즈 (오승은),브라운 아이드 걸스,1
오지훈,비에이,1
오지훈,에프티 아일랜드,1
이현도,터보,1
오창훈,크레용팝,1
오태호,에프티 아일랜드,1
오태호,터보,1
오현호,투에이엠,1
이현도,제국의 아이들,1
옥상달빛,빅스,1
올빼미,에이젝스,1
와사비사운드,플라이 투 더 스카이,1
오브로스,아이오아이,1
완구,첸백시,1
외국 곡,구피,1
외국 곡,터보,1
외국곡,god,1
외국곡,룰라,1
외국곡,문차일드,1
외국곡,와이투케이,1
외국곡,컬러링 베이비 7공주,1
이현도,인피니트 에이치,1
용감한 형제,나인뮤지스,1
용감한 형제,달샤벳,1
용감한 형제,로미오,1
이현도,알이에프,1
용감한 형제,베스티,1
이현승,동방신기,1
오준성,비스트,1
오준성,브라운 아이드 걸스,1
이현승,소녀시대,1
이형민,하이포,1
이현정,파이브,1
오브로스,터치,1
이현정,아이돌,1
오브로스,틴탑,1
오브로스2,빅톤,1
오브로스2,아스트로,1
이현정,신화,1
이현정,슈가,1
이현정,베이비복스,1
오성훈,레인보우,1
오성훈,엠블랙,1
오성훈,티아라,1
오세은,터보,1
이현정,베이비 복스 리브,1
이현승,엑소,1
오승은,블락비,1
오승은,슈퍼주니어,1
오승은,신화,1
오승은,쥬얼리,1
오승은,트와이스,1
오승은,파란,1
오운 (OOON),헤일로,1
이현승,에스이에스,1
이현승,언니쓰,1
오준성,나인뮤지스,1
이현승,씨엘씨,1
오준성,대국남아,1
오준성,더블에스오공일,1
유재윤,소녀시대,1
유재하,슈퍼주니어,1
에스킴,티아라,1
이우석,원더걸스,1
이다경,크레용팝,1
이다영,코코소리,1
이유진,이엑스아이디,1
이유진,오션,1
이유진,신화,1
이단옆차기,뉴이스트,1
이유진,백퍼센트,1
이단옆차기,다이아,1
이유진,나인뮤지스,1
이단옆차기,라붐,1
이단옆차기,마마무,1
이단옆차기,멜로디데이,1
이단옆차기,비에이피,1
이원희,에이핑크,1
이우석,god,1
이낙,지디 앤 탑,1
이단옆차기,아스트로,1
이우민 `collapsedone`,스트레이 키즈,1
이단옆차기,아이오아이,1
이우민 `collapsedone`,베스티,1
이우민 `collapsedone`,미쓰에이,1
이단옆차기,여자친구,1
이단옆차기,유니티,1
이단옆차기,유키스,1
이단옆차기,인투잇,1
이단옆차기,제이비제이,1
이단옆차기,쥬얼리,1
이단옆차기,투엑스,1
이단옆차기,투피엠,1
이용청,크레용팝,1
이다경,엔알지,1
이기찬,비투비,1
이동우,더보이즈,1
이기 (오레오),블락비 바스타즈,1
이규원,빅뱅,1
이규태,god,1
이규현,플라이 투 더 스카이,1
이윤재,샤이니,1
이규훈,비투비,1
이근철,쿨,1
이근형,제이워크,1
이근호,세븐틴,1
이윤재,러블리즈,1
이기 (오레오),로미오,1
이기 (오레오),마마무,1
이기 (오레오),마이틴,1
이기 (오레오),베스티,1
이기 (오레오),블락비,1
이기 (오레오),비원에이포,1
이기원 (레인즈),레인즈,1
이기 (오레오),엔플라잉,1
이기 (오레오),엠블랙,1
이윤상,에이포,1
이기 (오레오),카라,1
이기 (오레오),투에이엠,1
이기 (오레오),프리스틴,1
이기 (오레오),피에스타,1
이유진,헬로비너스,1
이유진,헤일로,1
이기광,레인즈,1
이유진,티아라,1
이기광,비투비,1
이유진,쥬얼리,1
이기용,뉴이스트,1
이용민,핫젝갓알지,1
이동우,제이비제이,1
유재하,에프티 아일랜드,1
이승주,플라이 투 더 스카이,1
이상인,크로스진,1
이승희,핑클,1
이승희,젝스키스,1
이상준,멜로디데이,1
이상준,브라운 아이드 걸스,1
이상준,소녀시대,1
이상준,슈퍼주니어,1
이상준,스맥스,1
이승환,신화,1
이승환,슈퍼주니어,1
이상준,쿨,1
이승협 (J.DON),엔플라잉,1
이상철,갓세븐,1
이상철,씨엘씨,1
이상호,브라운 아이드 걸스,1
이상인,시크릿,1
이승우,비아이지,1
이상호,비원에이포,1
이승엽,엔알지,1
이승엽,마마무,1
이상호,에스에프나인,1
이승광,구피,1
이순정,샤크라,1
이수아,에스에프나인,1
이소민,블랙 비트,1
이세호,달샤벳,1
이세형,버즈,1
이상호,티아라,1
이석주,에이젝스,1
이석주,클릭비,1
이상인,신화,1
이양반,빅톤,1
이동욱 (Sentiano),마이틴,1
이영훈,위키미키,1
이동훈,레드벨벳,1
이루마,샤이니,1
이루마,투에이엠,1
이문수,에스이에스,1
이용민,첸백시,1
이민경,데이식스,1
이민수,보이스립,1
이요한,블락비,1
이온,젝스키스,1
이오원,틴탑,1
이영훈,쥬얼리,1
이민영,에프엑스,1
이민영,치치,1
이민영,카라,1
이병우,투하트,1
이어달리기,히스토리,1
이병준,더블에스오공일,1
이영훈,신화,1
이병훈,알,1
이봉조,제이제이씨씨,1
이상 (임팩트),임팩트,1
이영훈,빅뱅,1
이상렬,포미닛,1
이영주,티맥스,1
이영주,오션,1
이상열,레인보우,1
이상은,슈퍼주니어,1
이영주,써클,1
이상은,클릭비,1
이상인,동방신기,1
이교원,달샤벳,1
이관,블락비,1
이윤재,플라이 투 더 스카이,1
윤성,로미오,1
이주형 (MonoTree),동방신기,1
윤비 (YunB),러버소울,1
이주형,비스트,1
윤상,동방신기,1
윤상,레인보우 블랙,1
이종훈,쥬얼리,1
이종윤,에스지,1
이종수,타히티,1
윤상,에스이에스,1
윤상,첸백시,1
윤상,히스토리,1
윤석,모모랜드,1
윤석준,더블에스오공일,1
이제이 쇼,트와이스,1
윤승환,원타임,1
이주형 (MonoTree),레이디스 코드,1
윤승환,쥬얼리,1
윤승환,클릭비,1
윤여훈,걸스데이,1
윤여훈,엔소닉,1
윤영민,걸스데이,1
이제이 쇼,카라,1
윤영민,비에이피,1
이제이 쇼,제국의 아이들,1
윤영민,시크릿,1
윤영민,업텐션,1
윤영민,에이프릴,1
윤영민,엠블랙,1
윤영준,제이티엘,1
이제이 쇼,업텐션,1
이주형 (MonoTree),러블리즈,1
윤국형,비투비,1
이윤지,유니크,1
유하,프로미스나인,1
유정 (LABOUM),라붐,1
이주형 (MonoTree),에이핑크,1
유정연,쥬얼리,1
유정연,핑클,1
유종운,신화,1
유종운,업텐션,1
유종호,다이아,1
유진,맵식스,1
유창용,에스이에스,1
유창용,플라이 투 더 스카이,1
유치연,애프터 스쿨,1
유치연,오렌지캬라멜,1
유치연,헬로비너스,1
유타,제이제이씨씨,1
이주형 (MonoTree),슈퍼주니어,1
이주형 (MonoTree),로미오,1
이주형 (MonoTree),소녀시대,1
유한진,슈퍼주니어,1
유한진,에이치오티,1
이주형 (MonoTree),비투비,1
유해준,클릭비,1
유현상,오렌지캬라멜,1
이주형 (MonoTree),비스트,1
이주형 (MonoTree),멜로디데이,1
유현종,써니힐,1
유희열,레드벨벳,1
유희열,샤이니,1
유희열,슈퍼주니어,1
유희열,유앤비,1
윤건,동방신기,1
윤일상,구구단,1
이제이 쇼,베리굿,1
윤일상,문차일드,1
이강,프로씨,1
이재학,위키미키,1
윤호기,크레용팝,1
윤희성,제국의 아이들,1
윤희성,파란,1
은비,에스이에스,1
은비,엔알지,1
은수,마이틴,1
이재진,젝스키스,1
은종태,크레용팝,1
이재원,에스이에스,1
은지원,핑클,1
은진,루비,1
은채,루비,1
이재연,에이스,1
이건영,씨리얼,1
이제이 쇼,BP 라니아,1
이경민,구구단,1
이재명,씨스타,1
이경민,몬스타엑스,1
이재명,샤이니,1
이재규,제이워크,1
이경민,엘리스,1
이경민,우주소녀,1
이경봉,마이네임,1
이경봉,제국의 아이들,1
이경섭,룰라,1
이재경,버즈,1
이인욱,쿨,1
이윤지,히스토리,1
이경섭,에프티 아일랜드,1
이재혁,쥬얼리,1
윤현성,오션,1
윤태영,블락비 바스타즈,1
윤치웅,에이치오티,1
윤일상,빅톤,1
윤일상,신화,1
윤일상,알,1
윤일상,에이핑크,1
이정현,오마이걸,1
이정현,동방신기,1
이정표,엘리스,1
윤일상,플라이 투 더 스카이,1
윤재상,오션,1
윤종성,(여자)아이들,1
이정표,러블리즈,1
윤종성,러블리즈,1
윤종성,소녀시대,1
윤종성,에이핑크,1
윤종성,엘리스,1
윤종신,레드벨벳,1
윤종신,세븐틴,1
윤종신,쿨,1
윤종신,투에이엠,1
이정원,틴탑,1
윤주미,에스지,1
이정원,달샤벳,1
윤철종,오렌지캬라멜,1
윤치웅,샤크라,1
이정규,오션,1
윤치웅,신화,1
이재훈,빅스,1
이재혁,쿨,1
윤치웅,에스이에스,1
에이맨,씨엔블루,1
에스킴,이엑스아이디,1
산들 (B1A4),비원에이포,1
슈퍼 창따이,레이디스 코드,1
제니,루비,1
송재준,소녀시대,1
정훈,하이포,1
송지훈,비에이,1
정훈,샤크라,1
정화 (EXID),이엑스아이디,1
송진석,베이비복스,1
송호진,워너원,1
송호진,유니티,1
숀 (SHAUN),에프엑스,1
수 (Soo),투포케이,1
정호현 (e.one),플라이 투 더 스카이,1
수윤 (Sooyoon),코코소리,1
수퍼터치,백퍼센트,1
정호현 (e.one),카드,1
제아,라붐,1
정호현 (e.one),제국의 아이들,1
정호현 (e.one),우주소녀,1
정호현 (e.one),오션,1
정호현 (e.one),아스트로,1
정호현 (e.one),빅톤,1
정혜선,지지배,1
정현우,멜로디데이,1
정현우,매드타운,1
슈퍼창따이,빅톤,1
정현경,대국남아,1
정한 (SEVENTEEN),세븐틴,1
정택준,카라,1
정택준,걸스데이,1
슈퍼창따이,투에이엠,1
송양하,테이크,1
제아,써니힐,1
정창욱,쥬얼리,1
송기홍,멜로디데이,1
소피야 (Sophiya),트랙스,1
소피야 (Sophiya),트와이스,1
조규찬,플라이 투 더 스카이,1
소피야 (Sophiya),프로미스나인,1
조규만,핑클,1
손무현,더블에스오공일,1
조규만,투에이엠,1
손주영,뉴이스트,1
손호영,god,1
조규만,씨유,1
송경일,히스토리,1
제환주,핑클,1
송광식,에스,1
송기홍,라붐,1
제임스피오폰트,풍뎅이,1
제유영,유키스,1
제이피에스,신화,1
송기홍,써니힐,1
제이미,에이핑크,1
제이미,멜로디데이,1
제이덥 (JDUB),트러블 메이커,1
송봉조,비원에이포,1
제이덥 (JDUB),슈퍼주니어,1
송봉조,소녀시대,1
제이덥 (JDUB),비투비,1
송승현 (FT아일랜드),에프티 아일랜드,1
제이 (Jay),비트윈,1
송양하,마이네임,1
송양하,스텔라,1
송양하,애프터 스쿨,1
정채연,빈챈현스S,1
정창욱,임팩트,1
정수민,에스아이에스,1
신사동 호랭이,투피엠,1
정일훈,(여자)아이들,1
정윤,업텐션,1
신사동 호랭이,소녀시대,1
정윤,백퍼센트,1
정윤,드림캐쳐,1
정우영,히스토리,1
정용화 (CNBLUE),에이오에이,1
정엽,플라이 투 더 스카이,1
신사동 호랭이,시크릿,1
신사동 호랭이,씨엘씨,1
정엽,샤이니,1
신사동 호랭이,유니티,1
정연훈,디헤븐,1
정연준 (업타운),핑클,1
신사동 호랭이,트러블 메이커,1
정재엽,굿데이,1
정연준 (업타운),베이비 복스 리브,1
신사동 호랭이,파이브돌스,1
정연승,뉴이스트,1
정연,써니힐,1
신상근,터치,1
신상근,투포케이,1
신상우,버즈,1
신상호,슈퍼주니어,1
신성호,에스이에스,1
신수란,브라운 아이드 걸스,1
